,No,Name,Type,Zone,TTChange,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
1151,52121,Pachora - Jamner NG Passenger (UnReserved),Pass,CR,No TT Change,NULL,NULL,PCHN,08:00,JMNR,10:05,2h 5m,5,SMTWTFS,NULL,56 km,27 km/hr,52122
1152,52123,Pachora - Jamner NG Passenger (UnReserved),Pass,CR,No TT Change,NULL,NULL,PCHN,13:45,JMNR,16:05,2h 20m,5,SMTWTFS,NULL,56 km,24 km/hr,52124
1153,59075,Surat - Bhusaval Passenger,Pass,WR,Slowed: 5m,NULL,NULL,ST,07:15,BSL,19:20,12h 5m,42,SMTWTFS,SL ,335 km,28 km/hr,59076
1154,55165,Chhapra - Duraundha Passenger (UnReserved),Pass,NER,Slowed: 5m,NULL,NULL,CPR,06:45,DDA,08:00,1h 15m,6,SMTWTFS,NULL,43 km,35 km/hr,55166
1155,52046,Miyagam Karjan - Moti Koral NG Passenger (UnReserved),Pass,WR,Src Changed.,NULL,NULL,MYGL,10:30,MKRL,12:15,1h 45m,5,SMTWTFS,NULL,28 km,16 km/hr,52045
1156,56100,Erode - Mettur Dam Passenger (UnReserved),Pass,SR,Speeded: 10m,NULL,NULL,ED,05:00,MTDM,08:15,3h 15m,9,SMTWTFS,NULL,100 km,31 km/hr,56101
1157,52045,Moti Koral - Miyagam Karjan Passenger (UnReserved),Pass,WR,Dest Changed.,NULL,NULL,MKRL,13:20,MYGL,15:20,2h 0m,5,SMTWTFS,NULL,28 km,14 km/hr,52046
1158,71105,Jalamb - Khamgaon Passenger (UnReserved),Pass,CR,No TT Change,NULL,NULL,JM,09:00,KMN,09:20,0h 20m,0,SMTWTFS,NULL,13 km,38 km/hr,71102
1159,71109,Jalamb - Khamgaon Passenger (UnReserved),Pass,CR,No TT Change,NULL,NULL,JM,12:30,KMN,12:50,0h 20m,0,SMTWTFS,NULL,13 km,38 km/hr,71108
1160,71113,Jalamb - Khamgaon Passenger (UnReserved),Pass,CR,No TT Change,NULL,NULL,JM,16:50,KMN,17:10,0h 20m,0,SMTWTFS,NULL,13 km,38 km/hr,71112
1161,71117,Jalamb - Khamgaon Rail Bus (UnReserved),Pass,CR,No TT Change,NULL,NULL,JM,22:05,KMN,22:25,0h 20m,0,SMTWTFS,NULL,13 km,38 km/hr,71116
1162,55171,Duraundha - Masrakh Passenger (UnReserved),Pass,NER,Dest Changed.,NULL,NULL,DDA,08:20,MHC,11:00,2h 40m,6,SMTWTFS,NULL,43 km,16 km/hr,55172
1163,57606,Vikarabad - Kacheguda Passenger (UnReserved),Pass,SCR,No TT Change,NULL,NULL,VKB,10:55,KCG,13:45,2h 50m,10,SMTWTFS,NULL,79 km,28 km/hr,57605
1164,56766,Tiruchendur - Tirunelveli Passenger (UnReserved),Pass,SR,Speeded: 5m,NULL,NULL,TCN,18:00,TEN,19:40,1h 40m,10,SMTWTFS,NULL,61 km,37 km/hr,56765
1165,58212,Bilaspur - Gevra Road Passenger (UnReserved),Pass,SECR,No Speed Change,NULL,NULL,BSP,14:30,GAD,17:10,2h 40m,13,SMTWTFS,NULL,98 km,37 km/hr,NULL
1166,56707,Dindigul - Madurai Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,DG,07:35,MDU,08:55,1h 20m,6,SMTWTFS,NULL,62 km,47 km/hr,56708
1167,56708,Madurai - Dindigul Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,MDU,18:15,DG,19:45,1h 30m,6,SMTWTFS,NULL,62 km,42 km/hr,56709
1168,57605,Secunderabad - Vikarabad Passenger (UnReserved),Pass,SCR,No TT Change,NULL,NULL,SC,07:40,VKB,09:25,1h 45m,9,SMTWTFS,NULL,72 km,41 km/hr,57606
1169,58805,Chanda Fort - Gondia Passenger (UnReserved),Pass,SECR,No Speed Change,NULL,NULL,CAF,10:20,G,16:25,6h 5m,26,SMTWTFS,NULL,239 km,39 km/hr,58804
1170,58201,Bilaspur - Raipur Passenger (UnReserved),Pass,SECR,No Speed Change,NULL,NULL,BSP,07:00,R,09:40,2h 40m,13,SMTWTFS,NULL,111 km,42 km/hr,58202
1171,56710,Madurai - Palani Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,MDU,07:45,PLNI,10:40,2h 55m,10,SMTWTFS,NULL,120 km,41 km/hr,56709
1172,58815,Itwari - Tirodi Passenger (UnReserved),Pass,SECR,No Speed Change,NULL,NULL,ITR,13:10,TRDI,17:10,4h 0m,18,SMTWTFS,NULL,123 km,31 km/hr,58816
1173,58806,Gondia - Wadsa Passenger (UnReserved),Pass,SECR,No Speed Change,NULL,NULL,G,19:10,WSA,21:40,2h 30m,12,SMTWTFS,NULL,103 km,41 km/hr,NULL
1174,56765,Tirunelveli - Tiruchendur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TEN,18:35,TCN,20:30,1h 55m,10,SMTWTFS,NULL,61 km,32 km/hr,56764
1175,54373,Prayag Ghat - Faizabad Passenger (UnReserved),Pass,NR,Src Changed.,NULL,NULL,PYG,07:20,FD,12:40,5h 20m,20,SMTWTFS,NULL,155 km,29 km/hr,54374
1176,54372,Faizabad - Prayag Ghat Passenger (UnReserved),Pass,NR,Dest Changed.,NULL,NULL,FD,13:20,PYG,19:00,5h 40m,20,SMTWTFS,NULL,155 km,27 km/hr,54373
1177,54374,Faizabad - Prayag Ghat Passenger (UnReserved),Pass,NR,Dest Changed.,NULL,NULL,FD,17:45,PYG,23:50,6h 5m,20,SMTWTFS,NULL,155 km,25 km/hr,54373
1178,54294,Lucknow - Pratapgarh Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,LKO,13:50,PBH,20:25,6h 35m,25,SMTWTFS,NULL,173 km,26 km/hr,54293
1179,52173,Gwalior - Sabalgarh NG Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,GWO,15:20,SBL,20:30,5h 10m,13,SMTWTFS,NULL,92 km,18 km/hr,52174
1180,51831,Jhansi - Agra Cantt Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,JHS,18:15,AGC,23:40,5h 25m,23,SMTWTFS,NULL,216 km,40 km/hr,51832
1181,54261,Pt. Deen Dayal Upadhyaya Jn.  - Jaunpur Jn. Passenger (UnReserved),Pass,NR,Src Changed.,NULL,NULL,DDU,19:25,JNU,22:30,3h 5m,12,SMTWTFS,NULL,76 km,25 km/hr,54262
1182,51801,Manikpur - Kanpur Central Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,MKP,15:45,CNB,22:50,7h 5m,29,SMTWTFS,NULL,244 km,34 km/hr,51802
1183,52075,Marwar - Mavli MG Passenger (UnReserved),Pass,NWR,Speeded: 50m,NULL,NULL,MJ,11:20,MVJ,17:15,5h 55m,14,SMTWTFS,NULL,151 km,25 km/hr,52076
1184,54281,Sultanpur - Lucknow Passenger (UnReserved),Pass,NR,Speeded: 30m,NULL,NULL,SLN,05:30,LKO,09:05,3h 35m,17,SMTWTFS,NULL,139 km,39 km/hr,54284
1185,51821,Jhansi - Khajuraho Passenger (via Mahoba) (UnReserved),Pass,NCR,NULL,NULL,NULL,JHS,07:10,KURJ,12:00,4h 50m,18,SMTWTFS,NULL,201 km,42 km/hr,51822
1186,54102,Kanpur Anwarganj - Prayag Ghat Passenger (UnReserved),Pass,NCR,Src/Dest Changed.,NULL,NULL,CPA,02:40,PYG,09:20,6h 40m,34,SMTWTFS,NULL,214 km,32 km/hr,54101
1187,54160,Allahabad - Jhansi Passenger (UnReserved),Pass,NCR,Slowed: 20m,NULL,NULL,ALD,06:05,JHS,18:15,12h 10m,42,SMTWTFS,NULL,391 km,32 km/hr,54159
1188,54292,Pratapgarh - Varanasi Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,PBH,05:05,BSB,09:20,4h 15m,16,SMTWTFS,NULL,128 km,30 km/hr,54291
1189,51974,Jaipur - Mathura Passenger (UnReserved),Pass,NCR,Slowed: 10m,NULL,NULL,JP,14:20,MTJ,22:20,8h 0m,34,SMTWTFS,NULL,274 km,34 km/hr,51973
1190,51829,Nagpur - Itarsi Passenger (UnReserved),Pass,NCR,No TT Change,NULL,NULL,NGP,08:00,ET,17:45,9h 45m,33,SMTWTFS,NULL,298 km,31 km/hr,51830
1191,51805,Jhansi - Manikpur Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,JHS,17:25,MKP,00:30,7h 5m,29,SMTWTFS,NULL,291 km,41 km/hr,51806
1192,54162,Kanpur Central - Khajuraho Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,CNB,16:20,KURJ,23:00,6h 40m,26,SMTWTFS,NULL,261 km,39 km/hr,54161
1193,52174,Sabalgarh - Gwalior NG Passenger (UnReserved),Pass,NCR,Slowed: 5m,NULL,NULL,SBL,06:15,GWO,11:20,5h 5m,13,SMTWTFS,NULL,92 km,18 km/hr,52173
1194,52172,Sheopur - Gwalior NG Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,SOE,06:10,GWO,17:10,11h 0m,22,SMTWT S,NULL,199 km,18 km/hr,52171
1195,52176,Sabalgarh - Gwalior NG Passenger (UnReserved),Pass,NCR,Slowed: 5m,NULL,NULL,SBL,15:15,GWO,20:00,4h 45m,5,SMTWTFS,NULL,92 km,19 km/hr,52175
1196,55804,Guwahati -New Bongaigaon Passenger (via - Goalpara) (UnReserved),Pass,NFR,Slowed: 15m,NULL,NULL,GHY,07:20,NBQ,12:15,4h 55m,17,SMTWTFS,NULL,182 km,37 km/hr,55803
1197,51461,Miraj - Belagavi Passenger,Pass,CR,Slowed: 8m,NULL,NULL,MRJ,09:50,BGM,13:23,3h 33m,14,SMTWTFS,SL ,137 km,39 km/hr,51462
1198,55803,New Bongaigaon - Guwahati Passenger (via - Goalpara) (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,NBQ,17:05,GHY,21:40,4h 35m,17,SMTWTFS,NULL,182 km,40 km/hr,55804
1199,56903,Solapur - Dharwad Passenger,Pass,SWR,Slowed: 55m,NULL,NULL,SUR,00:40,DWR,11:05,10h 25m,30,SMTWTFS,SL ,379 km,36 km/hr,56904
1200,55714,Rangiya - New Jalpaiguri Passenger (UnReserved),Pass,NFR,Slowed: 20m,NULL,NULL,RNY,03:10,NJP,16:15,13h 5m,43,SMTWTFS,NULL,360 km,28 km/hr,55713
1201,54293,Pratapgarh - Lucknow Passenger (UnReserved),Pass,NR,Slowed: 5m,NULL,NULL,PBH,06:35,LKO,12:15,5h 40m,23,SMTWTFS,NULL,173 km,31 km/hr,54294
1202,52175,Gwalior - Sabalgarh NG Passenger (UnReserved),Pass,NCR,Slowed: 5m,NULL,NULL,GWO,09:30,SBL,14:15,4h 45m,6,SMTWTFS,NULL,92 km,19 km/hr,52176
1203,51419,Miraj - Hubballi Passenger (UnReserved),Pass,CR,Slowed: 25m,NULL,NULL,MRJ,07:30,UBL,15:25,7h 55m,31,SMTWTFS,NULL,279 km,35 km/hr,51420
1204,55713,New Jalpaiguri - Rangiya Passenger (UnReserved),Pass,NFR,Slowed: 25m,NULL,NULL,NJP,07:20,RNY,22:20,15h 0m,43,SMTWTFS,NULL,360 km,24 km/hr,55714
1205,59733,Anupgarh - Suratgarh Passenger (UnReserved),Pass,NWR,Slowed: 5m,NULL,NULL,APH,20:45,SOG,22:35,1h 50m,7,SMTWTFS,NULL,77 km,42 km/hr,59734
1206,59475,Mahesana - Patan Passenger (UnReserved),Pass,WR,No TT Change,NULL,NULL,MSH,09:45,PTN,10:40,0h 55m,4,SMTWTFS,NULL,40 km,43 km/hr,59476
1207,59477,Mahesana - Patan Passenger (UnReserved),Pass,WR,No TT Change,NULL,NULL,MSH,15:20,PTN,16:15,0h 55m,4,SMTWTFS,NULL,40 km,43 km/hr,59478
1208,52964,Omkareshwar Road - Dr. Ambedkar Nagar MG Passenger (UnReserved),Pass,WR,Src Changed.,NULL,NULL,OM,14:10,DADN,16:30,2h 20m,5,SMTWTFS,NULL,59 km,25 km/hr,52963
1209,51817,Khajuraho - Jhansi Passenger (via Lalitpur) (UnReserved),Pass,NCR,Src Changed.,NULL,NULL,KURJ,07:10,JHS,15:30,8h 20m,24,SMTWTFS,NULL,256 km,31 km/hr,51818
1210,59474,Patan - Ahmedabad Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,PTN,20:00,ADI,23:55,3h 55m,14, M   F ,NULL,113 km,29 km/hr,59473
1211,56904,Dharwad - Solapur Passenger,Pass,SWR,No Speed Change,NULL,NULL,DWR,17:40,SUR,03:30,9h 50m,29,SMTWTFS,SL ,379 km,39 km/hr,56903
1212,57146,Bhadrachalam Road - Dornakal Passenger (UnReserved),Pass,SCR,Slowed: 4m,NULL,NULL,BDCR,17:30,DKJ,18:54,1h 24m,6,SMTWTFS,NULL,54 km,39 km/hr,57145
1213,51822,Khajuraho - Jhansi Passenger (via Mahoba) (UnReserved),Pass,NCR,NULL,NULL,NULL,KURJ,12:35,JHS,18:15,5h 40m,18,SMTWTFS,NULL,201 km,35 km/hr,51821
1214,58816,Tirodi - Itwari Passenger (UnReserved),Pass,SECR,No Speed Change,NULL,NULL,TRDI,08:05,ITR,11:35,3h 30m,18,SMTWTFS,NULL,123 km,35 km/hr,58815
1215,55565,Saharsa  - Samastipur  Passenger (UnReserved),Pass,ECR,Slowed: 15m,NULL,NULL,SHC,18:15,SPJ,23:15,5h 0m,25,SMTWTFS,NULL,137 km,27 km/hr,55566
1216,53616,Gaya - Jamalpur Fast Passenger (UnReserved),Pass,ECR,Slowed: 1h 30m,NULL,NULL,GAYA,14:45,JMP,21:35,6h 50m,17,SMTWTFS,NULL,175 km,26 km/hr,53615
1217,56877,Villupuram - Mayiladuthurai Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,VM,17:40,MV,20:55,3h 15m,20,SMTWTFS,NULL,122 km,38 km/hr,56878
1218,56878,Mayiladuthurai-Villupuram Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,MV,17:45,VM,20:50,3h 5m,20,SMTWTFS,NULL,122 km,40 km/hr,56877
1219,56873,Villupuram - Mayiladuthurai Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,VM,05:55,MV,09:10,3h 15m,20,SMTWTFS,NULL,122 km,38 km/hr,56874
1220,56874,Mayiladuthurai - Villupuram Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,MV,05:40,VM,09:10,3h 30m,20,SMTWTFS,NULL,122 km,35 km/hr,56873
1221,56739,Punalur - Kollam Passenger (UnReserved),Pass,SR,Speeded: 5m,NULL,NULL,PUU,19:35,QLN,20:55,1h 20m,8,SMTWTFS,NULL,44 km,33 km/hr,56740
1222,56331,Punalur - Kollam Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,PUU,07:55,QLN,09:15,1h 20m,8,SMTWTFS,NULL,44 km,33 km/hr,56332
1223,56333,Punalur -  Kollam Passenger (UnReserved),Pass,SR,Src Changed.,NULL,NULL,PUU,11:10,QLN,12:45,1h 35m,8,SMTWTFS,NULL,44 km,28 km/hr,56334
1224,56737,Sengottai - Kollam Passenger (UnReserved),Pass,SR,Src Changed.,NULL,NULL,SCT,11:40,QLN,15:55,4h 15m,17,SMTWTFS,NULL,94 km,22 km/hr,56738
1225,56740,Kollam - Punalur Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,QLN,17:40,PUU,19:10,1h 30m,8,SMTWTFS,NULL,44 km,30 km/hr,56739
1226,56332,Kollam - Punalur Passenger (UnReserved),Pass,SR,Speeded: 5m,NULL,NULL,QLN,06:15,PUU,07:35,1h 20m,8,SMTWTFS,NULL,44 km,33 km/hr,56331
1227,56334,Kollam - Punalur Passenger (UnReserved),Pass,SR,Dest Changed.,NULL,NULL,QLN,08:55,PUU,10:15,1h 20m,8,SMTWTFS,NULL,44 km,33 km/hr,56333
1228,56738,Kollam - Sengottai Passenger (UnReserved),Pass,SR,Dest Changed.,NULL,NULL,QLN,10:15,SCT,14:30,4h 15m,17,SMTWTFS,NULL,94 km,22 km/hr,56737
1229,54371,Prayag Ghat - Faizabad Passenger (UnReserved),Pass,NR,Src Changed.,NULL,NULL,PYG,04:50,FD,10:45,5h 55m,20,SMTWTFS,NULL,155 km,26 km/hr,54372
1230,57475,Tirupati - Guntakal Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,TPTY,08:15,GTL,20:15,12h 0m,34,SMTWTFS,NULL,371 km,31 km/hr,57476
1231,57476,Guntakal - Tirupati Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,GTL,07:10,TPTY,17:15,10h 5m,35,SMTWTFS,NULL,371 km,37 km/hr,57475
1232,59482,Patan - Mahesana Passenger (UnReserved),Pass,WR,No TT Change,NULL,NULL,PTN,07:30,MSH,08:25,0h 55m,4,SMTWTFS,NULL,40 km,43 km/hr,59481
1233,56914,Hubballi - KSR Bengaluru Fast Passenger (UnReserved),Pass,SWR,No Speed Change,NULL,NULL,UBL,09:15,SBC,21:15,12h 0m,42,SMTWTFS,NULL,470 km,39 km/hr,56913
1234,59320,Bhopal - Ujjain Passenger,Pass,WR,No Speed Change,NULL,NULL,BPL,06:35,UJN,11:00,4h 25m,23,SMTWTFS,SL ,183 km,42 km/hr,59319
1235,56700,Madurai - Punalur  Passenger,Pass,SR,No Speed Change,NULL,NULL,MDU,23:15,PUU,11:05,11h 50m,44,SMTWTFS,SL ,411 km,35 km/hr,56701
1236,59707,Anupgarh - Suratgarh Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,APH,10:30,SOG,12:25,1h 55m,8,SMTWTFS,NULL,77 km,40 km/hr,59708
1237,59476,Patan - Mahesana Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,PTN,12:05,MSH,13:10,1h 5m,4,SMTWTFS,NULL,40 km,37 km/hr,59475
1238,59478,Patan - Mahesana Passenger (UnReserved),Pass,WR,No TT Change,NULL,NULL,PTN,17:05,MSH,18:00,0h 55m,4,SMTWTFS,NULL,40 km,43 km/hr,59477
1239,55333,Kasganj - Agra Fort Passenger (UnReserved),Pass,NER,Speeded: 5m,NULL,NULL,KSJ,07:55,AF,12:35,4h 40m,20,SMTWTFS,NULL,166 km,36 km/hr,55334
1240,55334,Agra Fort - Kasganj Passenger (UnReserved),Pass,NER,Slowed: 5m,NULL,NULL,AF,15:35,KSJ,20:45,5h 10m,20,SMTWTFS,NULL,166 km,32 km/hr,55333
1241,59716,Rewari - Phulera Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,RE,05:30,FL,10:45,5h 15m,26,SMTWTFS,NULL,216 km,41 km/hr,59715
1242,59718,Rewari - Phulera Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,RE,19:40,FL,00:55,5h 15m,26,SMTWTFS,NULL,216 km,41 km/hr,59717
1243,54283,Sultanpur - Lucknow Passenger (UnReserved),Pass,NR,Speeded: 50m,NULL,NULL,SLN,19:50,LKO,00:10,4h 20m,16,SMTWTFS,NULL,139 km,32 km/hr,54282
1244,54381,Gajraula - Najibabad Passenger (UnReserved),Pass,NR,Slowed: 15m,NULL,NULL,GJL,07:50,NBD,11:50,4h 0m,15,SMTWTFS,NULL,107 km,27 km/hr,54382
1245,54388,Kotdwara - Najibabad Passenger (UnReserved),Pass,NR,No TT Change,NULL,NULL,KTW,12:40,NBD,13:30,0h 50m,1,SMTWTFS,NULL,24 km,29 km/hr,54387
1246,54383,Gajraula - Najibabad Passenger (UnReserved),Pass,NR,Slowed: 5m,NULL,NULL,GJL,14:45,NBD,18:50,4h 5m,16,SMTWTFS,NULL,107 km,26 km/hr,54382
1247,54390,Kotdwara - Najibabad Passenger (UnReserved),Pass,NR,No TT Change,NULL,NULL,KTW,18:30,NBD,19:20,0h 50m,1,SMTWTFS,NULL,24 km,29 km/hr,54389
1248,59715,Phulera - Rewari Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,FL,03:30,RE,08:30,5h 0m,26,SMTWTFS,NULL,216 km,43 km/hr,59716
1249,59717,Phulera - Rewari Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,FL,17:25,RE,22:40,5h 15m,25,SMTWTFS,NULL,216 km,41 km/hr,59718
1250,54329,Balamau - Shahjahanpur Passenger (UnReserved),Pass,NR,Slowed: 5m,NULL,NULL,BLM,18:25,SPN,21:55,3h 30m,13,SMTWTFS,NULL,96 km,27 km/hr,54330
1251,54330,Shahjahanpur - Balamau Passenger (UnReserved),Pass,NR,Slowed: 20m,NULL,NULL,SPN,06:35,BLM,10:10,3h 35m,13,SMTWTFS,NULL,96 km,27 km/hr,54329
1252,54291,Varanasi - Pratapgarh Passenger (UnReserved),Pass,NR,Speeded: 30m,NULL,NULL,BSB,17:10,PBH,20:20,3h 10m,16,SMTWTFS,NULL,128 km,40 km/hr,54292
1253,54376,Jaunpur Jn. - Prayag Ghat Passenger (UnReserved),Pass,NR,Dest Changed.,NULL,NULL,JNU,17:00,PYG,21:25,4h 25m,17,SMTWTFS,NULL,111 km,25 km/hr,54375
1254,51808,Banda - Jhansi Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,BNDA,17:50,JHS,22:15,4h 25m,18,SMTWTFS,NULL,191 km,43 km/hr,51807
1255,51763,Satna - Manikpur Passenger (UnReserved),Pass,WCR,No Speed Change,NULL,NULL,STA,05:45,MKP,07:50,2h 5m,8,SMTWTFS,NULL,78 km,37 km/hr,51764
1256,55002,Ayodhya - Gorakhpur Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,AY,13:45,GKP,18:55,5h 10m,23,SMTWTFS,NULL,162 km,31 km/hr,55001
1257,52180,Sirmuttra - Dholpur NG Passenger (UnReserved),Pass,NCR,No TT Change,NULL,NULL,SRMT,07:20,DHOA,10:15,2h 55m,7,SMTWTFS,NULL,70 km,24 km/hr,52179
1258,52184,Sirmuttra - Dholpur NG Passenger (UnReserved),Pass,NCR,No TT Change,NULL,NULL,SRMT,16:40,DHOA,19:35,2h 55m,7,SMTWTFS,NULL,70 km,24 km/hr,NULL
1259,54328,Shahjahanpur - Sitapur City Passenger (UnReserved),Pass,NR,Slowed: 45m,NULL,NULL,SPN,07:05,SPC,10:10,3h 5m,10,SMTWTFS,NULL,87 km,28 km/hr,54327
1260,55046,Shahjahanpur - Sitapur Jn. Passenger (UnReserved),Pass,NER,Dest Changed.,NULL,NULL,SPN,14:45,STP,17:55,3h 10m,12,SMTWTFS,NULL,91 km,29 km/hr,55045
1261,54382,Najibabad  - Gajraula Passenger (UnReserved),Pass,NR,Speeded: 5m,NULL,NULL,NBD,08:05,GJL,12:35,4h 30m,16,SMTWTFS,NULL,107 km,24 km/hr,54381
1262,54384,Najibabad - Gajraula Passenger (UnReserved),Pass,NR,Slowed: 10m,NULL,NULL,NBD,17:05,GJL,21:05,4h 0m,15,SMTWTFS,NULL,107 km,27 km/hr,54383
1263,58808,Wadsa - Chanda Fort Passenger (UnReserved),Pass,SECR,Slowed: 5m,NULL,NULL,WSA,07:15,CAF,09:55,2h 40m,13,SMTWTFS,NULL,135 km,51 km/hr,NULL
1264,59298,Somnath - Porbandar Passenger (UnReserved),Pass,WR,Slowed: 10m,NULL,NULL,SMNH,14:10,PBR,20:55,6h 45m,21,SMTWTFS,NULL,237 km,35 km/hr,59297
1265,54385,Najibabad - Kotdwar Passenger (UnReserved),Pass,NR,No TT Change,NULL,NULL,NBD,08:55,KTW,09:45,0h 50m,1,SMTWTFS,NULL,24 km,29 km/hr,54386
1266,54387,Najibabad - Kotdwar Passenger (UnReserved),Pass,NR,No TT Change,NULL,NULL,NBD,11:25,KTW,12:15,0h 50m,1,SMTWTFS,NULL,24 km,29 km/hr,54388
1267,54389,Najibabad - Kotdwar Passenger (UnReserved),Pass,NR,No TT Change,NULL,NULL,NBD,17:15,KTW,18:05,0h 50m,1,SMTWTFS,NULL,24 km,29 km/hr,54388
1268,54091,Najibabad - Kotdwar Passenger (UnReserved),Pass,NR,Slowed: 5m,NULL,NULL,NBD,20:20,KTW,21:15,0h 55m,1,SMTWTFS,NULL,24 km,26 km/hr,54092
1269,54582,Daulatpur Chowk - Nangal Dam Passenger (UnReserved),Pass,NR,Src Changed.,NULL,NULL,DLPC,09:10,NLDM,10:45,1h 35m,6,SMTWTFS,NULL,59 km,37 km/hr,54581
1270,53334,Dhanbad - Sindri Town Passenger (UnReserved),Pass,ECR,Slowed: 20m,NULL,NULL,DHN,11:30,SNDT,13:00,1h 30m,4,SMTWTFS,NULL,28 km,18 km/hr,53327
1271,51256,Chhindwara - Bordhai Passenger (UnReserved),Pass,CR,Dest Changed.,NULL,NULL,CWA,12:30,BXY,14:50,2h 20m,10,SMTWTFS,NULL,88 km,38 km/hr,51255
1272,51255,Bordhai - Chhindwara Passenger (UnReserved),Pass,CR,Src Changed.,NULL,NULL,BXY,15:05,CWA,17:25,2h 20m,10,SMTWTFS,NULL,88 km,38 km/hr,51256
1273,54221,Rae Bareli - Raghuraj Singh Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,RBL,05:05,RRS,06:55,1h 50m,8,SMTWTFS,NULL,57 km,31 km/hr,54222
1274,54223,Rae Bareli - Raghuraj Singh Passenger (UnReserved),Pass,NR,No Speed Change,NULL,NULL,RBL,17:30,RRS,19:55,2h 25m,8,SMTWTFS,NULL,57 km,24 km/hr,54224
1275,57145,Dornakal - Bhadrachalam Road Passenger (UnReserved),Pass,SCR,No TT Change,NULL,NULL,DKJ,08:50,BDCR,10:10,1h 20m,6,SMTWTFS,NULL,54 km,41 km/hr,57146
1276,52171,Gwalior - Sheopur NG Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,GWO,06:30,SOE,17:25,10h 55m,22,SMTWTFS,NULL,199 km,18 km/hr,52172
1277,59118,Chhota Udepur -  Pratapnagar Passenger (UnReserved),Pass,WR,Dest Changed.,NULL,NULL,CTD,06:15,PRTN,08:45,2h 30m,16,SMTWTFS,NULL,99 km,40 km/hr,59119
1278,59119,Pratapnagar - Chhota Udepur Passenger (UnReserved),Pass,WR,Src Changed.,NULL,NULL,PRTN,18:10,CTD,20:40,2h 30m,16,SMTWTFS,NULL,99 km,40 km/hr,59120
1279,59710,Suratgarh - Anupgarh Passenger (UnReserved),Pass,NWR,Speeded: 5m,NULL,NULL,SOG,14:20,APH,16:15,1h 55m,9,SMTWTFS,NULL,77 km,40 km/hr,59709
1280,59732,Suratgarh - Anupgarh Passenger (UnReserved),Pass,NWR,No TT Change,NULL,NULL,SOG,04:25,APH,06:10,1h 45m,8,SMTWTFS,NULL,77 km,44 km/hr,59731
1281,52178,Sheopur - Sabalgarh NG Passenger (UnReserved),Pass,NCR,No Speed Change,NULL,NULL,SOE,14:05,SBL,19:35,5h 30m,12,SMTWTFS,NULL,106 km,19 km/hr,52177
1282,59117,Pratapnagar - Chhota Udepur Passenger (UnReserved),Pass,WR,Src Changed.,NULL,NULL,PRTN,07:20,CTD,09:50,2h 30m,16,SMTWTFS,NULL,99 km,40 km/hr,59118
1283,59121,Pratapnagar - Chhota Udepur Passenger (UnReserved),Pass,WR,Src Changed.,NULL,NULL,PRTN,10:10,CTD,12:40,2h 30m,16,SMTWTFS,NULL,99 km,40 km/hr,59122
1284,52181,Dholpur - Tantpur NG Passenger (UnReserved),Pass,NCR,No TT Change,NULL,NULL,DHOA,10:40,TPO,13:05,2h 25m,7,SMTWTFS,NULL,58 km,24 km/hr,NULL
1285,52179,Dholpur - Sirmuttra NG Passenger (UnReserved),Pass,NCR,No TT Change,NULL,NULL,DHOA,04:00,SRMT,07:00,3h 0m,7,SMTWTFS,NULL,70 km,23 km/hr,52180
